correlativo_estudiante,nombre_carrera,fecha_inscripcion,anio_inscripcion,sexo,pais_nacionalidad,tipo_inscripcion
760,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-01,2019,M,GUATEMALA,REINGRESO
3064,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-01,2019,M,GUATEMALA,REINGRESO
3302,INGENIERIA INDUSTRIAL,2018-12-01,2019,M,GUATEMALA,REINGRESO
4963,INGENIERIA ELECTRICA,2018-12-01,2019,M,GUATEMALA,REINGRESO
7429,INGENIERIA MECANICA ,2018-12-01,2019,M,GUATEMALA,REINGRESO
8976,INGENIERIA QUIMICA,2018-12-01,2019,M,GUATEMALA,REINGRESO
10223,INGENIERIA INDUSTRIAL,2018-12-01,2019,F,GUATEMALA,REINGRESO
10872,INGENIERIA ELECTRONICA,2018-12-01,2019,F,GUATEMALA,REINGRESO
6324,INGENIERIA QUIMICA,2018-12-02,2019,M,GUATEMALA,REINGRESO
12189,INGENIERIA ELECTRICA,2018-12-02,2019,M,GUATEMALA,REINGRESO
378,INGENIERIA INDUSTRIAL,2018-12-03,2019,M,GUATEMALA,PRIMER INGRESO
820,INGENIERIA CIVIL,2018-12-03,2019,M,GUATEMALA,PRIMER INGRESO
898,INGENIERIA CIVIL,2018-12-03,2019,F,GUATEMALA,REINGRESO
906,INGENIERIA CIVIL,2018-12-03,2019,M,GUATEMALA,REINGRESO
1801,INGENIERIA INDUSTRIAL,2018-12-03,2019,M,GUATEMALA,REINGRESO
1998,INGENIERIA INDUSTRIAL,2018-12-03,2019,M,GUATEMALA,PRIMER INGRESO
2418,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-03,2019,M,GUATEMALA,PRIMER INGRESO
2422,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-03,2019,M,GUATEMALA,PRIMER INGRESO
2567,INGENIERIA MECANICA ELECTRICA,2018-12-03,2019,M,GUATEMALA,PRIMER INGRESO
2579,INGENIERIA INDUSTRIAL,2018-12-03,2019,M,GUATEMALA,REINGRESO
2585,INGENIERIA ELECTRONICA,2018-12-03,2019,M,GUATEMALA,PRIMER INGRESO
2664,INGENIERIA QUIMICA,2018-12-03,2019,F,GUATEMALA,REINGRESO
2825,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-03,2019,M,GUATEMALA,REINGRESO
3000,INGENIERIA MECANICA ELECTRICA,2018-12-03,2019,M,GUATEMALA,REINGRESO
3402,INGENIERIA CIVIL,2018-12-03,2019,M,GUATEMALA,PRIMER INGRESO
4095,INGENIERIA INDUSTRIAL,2018-12-03,2019,M,GUATEMALA,PRIMER INGRESO
4850,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-03,2019,M,GUATEMALA,PRIMER INGRESO
5578,INGENIERIA QUIMICA,2018-12-03,2019,F,GUATEMALA,REINGRESO
5806,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-03,2019,M,GUATEMALA,REINGRESO
6264,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-03,2019,M,GUATEMALA,REINGRESO
6497,INGENIERIA QUIMICA,2018-12-03,2019,M,GUATEMALA,REINGRESO
7130,INGENIERIA MECANICA,2018-12-03,2019,M,GUATEMALA,REINGRESO
7548,INGENIERIA INDUSTRIAL,2018-12-03,2019,M,GUATEMALA,REINGRESO
7844,INGENIERIA INDUSTRIAL,2018-12-03,2019,M,GUATEMALA,REINGRESO
7865,INGENIERIA ELECTRONICA,2018-12-03,2019,M,GUATEMALA,REINGRESO
8002,INGENIERIA INDUSTRIAL,2018-12-03,2019,M,GUATEMALA,REINGRESO
8839,INGENIERIA QUIMICA,2018-12-03,2019,F,GUATEMALA,REINGRESO
9086,INGENIERIA QUIMICA,2018-12-03,2019,M,GUATEMALA,REINGRESO
9336,INGENIERIA QUIMICA,2018-12-03,2019,F,GUATEMALA,PRIMER INGRESO
9351,INGENIERIA MECANICA ELECTRICA,2018-12-03,2019,M,GUATEMALA,REINGRESO
9410,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-03,2019,M,GUATEMALA,PRIMER INGRESO
9600,INGENIERIA ELECTRONICA,2018-12-03,2019,M,GUATEMALA,REINGRESO
9600,INGENIERIA INDUSTRIAL,2018-12-03,2019,M,GUATEMALA,REINGRESO
9899,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-03,2019,M,GUATEMALA,PRIMER INGRESO
10657,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-03,2019,M,GUATEMALA,REINGRESO
11024,INGENIERIA MECANICA ,2018-12-03,2019,M,GUATEMALA,PRIMER INGRESO
11806,INGENIERIA INDUSTRIAL,2018-12-03,2019,M,GUATEMALA,REINGRESO
11990,INGENIERIA ELECTRICA,2018-12-03,2019,M,GUATEMALA,PRIMER INGRESO
12020,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-03,2019,M,GUATEMALA,REINGRESO
36,INGENIERIA MECANICA ELECTRICA,2018-12-04,2019,M,GUATEMALA,REINGRESO
60,INGENIERIA CIVIL,2018-12-04,2019,M,GUATEMALA,PRIMER INGRESO
157,INGENIERIA INDUSTRIAL,2018-12-04,2019,M,GUATEMALA,REINGRESO
198,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-04,2019,M,GUATEMALA,PRIMER INGRESO
355,INGENIERIA INDUSTRIAL,2018-12-04,2019,M,GUATEMALA,PRIMER INGRESO
532,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-04,2019,M,GUATEMALA,PRIMER INGRESO
761,INGENIERIA CIVIL,2018-12-04,2019,M,GUATEMALA,REINGRESO
868,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-04,2019,M,GUATEMALA,PRIMER INGRESO
1180,INGENIERIA ELECTRONICA,2018-12-04,2019,M,GUATEMALA,PRIMER INGRESO
1363,INGENIERIA INDUSTRIAL,2018-12-04,2019,M,GUATEMALA,REINGRESO
1372,INGENIERIA INDUSTRIAL,2018-12-04,2019,M,GUATEMALA,PRIMER INGRESO
1975,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-04,2019,M,GUATEMALA,PRIMER INGRESO
2186,INGENIERIA MECANICA,2018-12-04,2019,M,GUATEMALA,PRIMER INGRESO
2892,INGENIERIA MECANICA,2018-12-04,2019,M,GUATEMALA,REINGRESO
2892,INGENIERIA MECANICA ,2018-12-04,2019,M,GUATEMALA,REINGRESO
2903,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-04,2019,M,GUATEMALA,PRIMER INGRESO
2937,INGENIERIA MECANICA,2018-12-04,2019,M,GUATEMALA,REINGRESO
3268,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-04,2019,F,GUATEMALA,REINGRESO
3282,INGENIERIA MECANICA ELECTRICA,2018-12-04,2019,M,GUATEMALA,PRIMER INGRESO
3490,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-04,2019,M,GUATEMALA,PRIMER INGRESO
4403,INGENIERIA QUIMICA,2018-12-04,2019,M,GUATEMALA,PRIMER INGRESO
4413,INGENIERIA CIVIL,2018-12-04,2019,M,GUATEMALA,PRIMER INGRESO
4415,INGENIERIA MECANICA ,2018-12-04,2019,M,GUATEMALA,REINGRESO
4606,INGENIERIA ELECTRONICA,2018-12-04,2019,M,GUATEMALA,PRIMER INGRESO
5032,INGENIERIA QUIMICA,2018-12-04,2019,F,GUATEMALA,PRIMER INGRESO
5682,INGENIERIA ELECTRONICA,2018-12-04,2019,M,GUATEMALA,PRIMER INGRESO
5752,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-04,2019,M,GUATEMALA,PRIMER INGRESO
5889,INGENIERIA CIVIL,2018-12-04,2019,F,GUATEMALA,PRIMER INGRESO
6116,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-04,2019,F,GUATEMALA,PRIMER INGRESO
6630,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-04,2019,M,GUATEMALA,PRIMER INGRESO
6667,INGENIERIA MECANICA,2018-12-04,2019,M,GUATEMALA,PRIMER INGRESO
6866,INGENIERIA INDUSTRIAL,2018-12-04,2019,M,GUATEMALA,PRIMER INGRESO
6990,INGENIERIA QUIMICA,2018-12-04,2019,M,GUATEMALA,PRIMER INGRESO
7048,INGENIERIA MECANICA ,2018-12-04,2019,M,GUATEMALA,PRIMER INGRESO
7089,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-04,2019,M,GUATEMALA,PRIMER INGRESO
7103,INGENIERIA ELECTRONICA,2018-12-04,2019,M,GUATEMALA,PRIMER INGRESO
7968,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-04,2019,M,GUATEMALA,REINGRESO
8022,INGENIERIA MECANICA ,2018-12-04,2019,M,GUATEMALA,PRIMER INGRESO
8268,INGENIERIA MECANICA ,2018-12-04,2019,F,GUATEMALA,PRIMER INGRESO
8460,INGENIERIA ELECTRICA,2018-12-04,2019,M,GUATEMALA,REINGRESO
8530,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-04,2019,M,GUATEMALA,PRIMER INGRESO
8532,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-04,2019,M,GUATEMALA,REINGRESO
8532,INGENIERIA INDUSTRIAL,2018-12-04,2019,M,GUATEMALA,REINGRESO
9527,INGENIERIA ELECTRICA,2018-12-04,2019,M,GUATEMALA,PRIMER INGRESO
9872,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-04,2019,M,GUATEMALA,PRIMER INGRESO
10171,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-04,2019,M,GUATEMALA,PRIMER INGRESO
10632,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-04,2019,M,GUATEMALA,PRIMER INGRESO
10848,INGENIERIA CIVIL,2018-12-04,2019,M,GUATEMALA,PRIMER INGRESO
10852,INGENIERIA MECANICA,2018-12-04,2019,M,GUATEMALA,PRIMER INGRESO
10916,INGENIERIA QUIMICA,2018-12-04,2019,F,GUATEMALA,PRIMER INGRESO
11654,INGENIERIA ELECTRONICA,2018-12-04,2019,M,GUATEMALA,PRIMER INGRESO
11760,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-04,2019,M,GUATEMALA,PRIMER INGRESO
11936,INGENIERIA MECANICA,2018-12-04,2019,M,GUATEMALA,PRIMER INGRESO
12547,INGENIERIA MECANICA,2018-12-04,2019,M,GUATEMALA,PRIMER INGRESO
12727,INGENIERIA INDUSTRIAL,2018-12-04,2019,M,GUATEMALA,PRIMER INGRESO
177,INGENIERIA CIVIL,2018-12-05,2019,F,GUATEMALA,PRIMER INGRESO
263,INGENIERIA CIVIL,2018-12-05,2019,M,GUATEMALA,PRIMER INGRESO
838,INGENIERIA QUIMICA,2018-12-05,2019,M,GUATEMALA,PRIMER INGRESO
1092,INGENIERIA ELECTRICA,2018-12-05,2019,M,GUATEMALA,PRIMER INGRESO
1720,INGENIERIA ELECTRICA,2018-12-05,2019,M,GUATEMALA,PRIMER INGRESO
1756,INGENIERIA MECANICA ,2018-12-05,2019,M,GUATEMALA,PRIMER INGRESO
1910,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-05,2019,M,GUATEMALA,REINGRESO
2566,INGENIERIA CIVIL,2018-12-05,2019,M,GUATEMALA,REINGRESO
3028,INGENIERIA MECANICA ,2018-12-05,2019,M,GUATEMALA,PRIMER INGRESO
3976,INGENIERIA INDUSTRIAL,2018-12-05,2019,M,GUATEMALA,PRIMER INGRESO
4176,INGENIERIA MECANICA ,2018-12-05,2019,M,GUATEMALA,REINGRESO
4202,INGENIERIA ELECTRONICA,2018-12-05,2019,F,GUATEMALA,PRIMER INGRESO
4487,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-05,2019,F,GUATEMALA,PRIMER INGRESO
4711,INGENIERIA CIVIL,2018-12-05,2019,M,GUATEMALA,PRIMER INGRESO
5388,INGENIERIA CIVIL,2018-12-05,2019,M,GUATEMALA,REINGRESO
6926,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-05,2019,M,GUATEMALA,PRIMER INGRESO
6941,INGENIERIA ELECTRONICA,2018-12-05,2019,M,GUATEMALA,REINGRESO
7805,INGENIERIA QUIMICA,2018-12-05,2019,F,GUATEMALA,PRIMER INGRESO
7824,INGENIERIA MECANICA ELECTRICA,2018-12-05,2019,M,GUATEMALA,PRIMER INGRESO
7954,INGENIERIA MECANICA ,2018-12-05,2019,F,GUATEMALA,PRIMER INGRESO
8375,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-05,2019,M,GUATEMALA,PRIMER INGRESO
8906,INGENIERIA ELECTRICA,2018-12-05,2019,M,GUATEMALA,REINGRESO
8974,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-05,2019,M,GUATEMALA,PRIMER INGRESO
9520,INGENIERIA MECANICA ELECTRICA,2018-12-05,2019,M,GUATEMALA,PRIMER INGRESO
9746,INGENIERIA CIVIL,2018-12-05,2019,M,GUATEMALA,REINGRESO
9818,INGENIERIA QUIMICA,2018-12-05,2019,M,GUATEMALA,PRIMER INGRESO
9937,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-05,2019,F,GUATEMALA,REINGRESO
10295,INGENIERIA MECANICA ,2018-12-05,2019,M,GUATEMALA,PRIMER INGRESO
10578,INGENIERIA CIVIL,2018-12-05,2019,M,GUATEMALA,REINGRESO
10651,INGENIERIA MECANICA ELECTRICA,2018-12-05,2019,M,GUATEMALA,PRIMER INGRESO
10809,INGENIERIA INDUSTRIAL,2018-12-05,2019,F,GUATEMALA,PRIMER INGRESO
11572,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-05,2019,M,GUATEMALA,PRIMER INGRESO
11969,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-05,2019,M,GUATEMALA,PRIMER INGRESO
12082,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-05,2019,M,GUATEMALA,REINGRESO
104,INGENIERIA MECANICA ,2018-12-06,2019,M,GUATEMALA,PRIMER INGRESO
522,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-06,2019,F,GUATEMALA,PRIMER INGRESO
782,INGENIERIA INDUSTRIAL,2018-12-06,2019,M,GUATEMALA,PRIMER INGRESO
817,INGENIERIA QUIMICA,2018-12-06,2019,F,GUATEMALA,PRIMER INGRESO
823,INGENIERIA MECANICA ,2018-12-06,2019,M,GUATEMALA,PRIMER INGRESO
951,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-06,2019,M,GUATEMALA,PRIMER INGRESO
1045,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-06,2019,M,GUATEMALA,REINGRESO
1125,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-06,2019,M,GUATEMALA,PRIMER INGRESO
1217,INGENIERIA QUIMICA,2018-12-06,2019,M,GUATEMALA,PRIMER INGRESO
1224,INGENIERIA QUIMICA,2018-12-06,2019,M,GUATEMALA,PRIMER INGRESO
1344,INGENIERIA CIVIL,2018-12-06,2019,M,GUATEMALA,PRIMER INGRESO
1398,INGENIERIA QUIMICA,2018-12-06,2019,M,GUATEMALA,PRIMER INGRESO
1566,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-06,2019,M,GUATEMALA,PRIMER INGRESO
1784,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-06,2019,M,GUATEMALA,PRIMER INGRESO
2285,INGENIERIA QUIMICA,2018-12-06,2019,F,GUATEMALA,PRIMER INGRESO
2342,INGENIERIA ELECTRICA,2018-12-06,2019,M,GUATEMALA,PRIMER INGRESO
2625,INGENIERIA ELECTRONICA,2018-12-06,2019,M,GUATEMALA,PRIMER INGRESO
2782,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-06,2019,M,GUATEMALA,PRIMER INGRESO
2862,INGENIERIA CIVIL,2018-12-06,2019,F,GUATEMALA,PRIMER INGRESO
2885,INGENIERIA CIVIL,2018-12-06,2019,M,GUATEMALA,PRIMER INGRESO
2988,INGENIERIA INDUSTRIAL,2018-12-06,2019,M,GUATEMALA,PRIMER INGRESO
3177,INGENIERIA CIVIL,2018-12-06,2019,M,GUATEMALA,PRIMER INGRESO
3180,INGENIERIA ELECTRICA,2018-12-06,2019,M,GUATEMALA,REINGRESO
3196,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-06,2019,M,GUATEMALA,REINGRESO
3267,INGENIERIA INDUSTRIAL,2018-12-06,2019,M,GUATEMALA,PRIMER INGRESO
3332,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-06,2019,M,GUATEMALA,PRIMER INGRESO
3333,INGENIERIA INDUSTRIAL,2018-12-06,2019,M,GUATEMALA,PRIMER INGRESO
3476,INGENIERIA INDUSTRIAL,2018-12-06,2019,M,GUATEMALA,PRIMER INGRESO
3484,INGENIERIA MECANICA ,2018-12-06,2019,M,GUATEMALA,PRIMER INGRESO
3513,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-06,2019,M,GUATEMALA,PRIMER INGRESO
3554,INGENIERIA CIVIL,2018-12-06,2019,F,GUATEMALA,PRIMER INGRESO
3784,INGENIERIA INDUSTRIAL,2018-12-06,2019,F,GUATEMALA,REINGRESO
3851,INGENIERIA CIVIL,2018-12-06,2019,M,GUATEMALA,PRIMER INGRESO
4331,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-06,2019,F,GUATEMALA,REINGRESO
4754,INGENIERIA INDUSTRIAL,2018-12-06,2019,M,GUATEMALA,PRIMER INGRESO
4955,INGENIERIA INDUSTRIAL,2018-12-06,2019,M,GUATEMALA,REINGRESO
5222,INGENIERIA MECANICA ELECTRICA,2018-12-06,2019,M,GUATEMALA,PRIMER INGRESO
5256,INGENIERIA MECANICA ELECTRICA,2018-12-06,2019,M,GUATEMALA,PRIMER INGRESO
5260,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-06,2019,M,GUATEMALA,PRIMER INGRESO
5532,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-06,2019,F,GUATEMALA,REINGRESO
5764,INGENIERIA ELECTRICA,2018-12-06,2019,M,GUATEMALA,PRIMER INGRESO
5770,INGENIERIA CIVIL,2018-12-06,2019,M,GUATEMALA,PRIMER INGRESO
5789,INGENIERIA MECANICA ELECTRICA,2018-12-06,2019,M,GUATEMALA,PRIMER INGRESO
5865,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-06,2019,M,GUATEMALA,PRIMER INGRESO
6373,INGENIERIA CIVIL,2018-12-06,2019,M,GUATEMALA,REINGRESO
6437,INGENIERIA ELECTRONICA,2018-12-06,2019,M,GUATEMALA,PRIMER INGRESO
6476,INGENIERIA AMBIENTAL,2018-12-06,2019,M,GUATEMALA,PRIMER INGRESO
6494,INGENIERIA CIVIL,2018-12-06,2019,M,GUATEMALA,REINGRESO
6494,INGENIERIA MECANICA ELECTRICA,2018-12-06,2019,M,GUATEMALA,REINGRESO
6813,INGENIERIA INDUSTRIAL,2018-12-06,2019,F,GUATEMALA,PRIMER INGRESO
7255,INGENIERIA CIVIL,2018-12-06,2019,M,GUATEMALA,PRIMER INGRESO
7436,INGENIERIA QUIMICA,2018-12-06,2019,M,GUATEMALA,PRIMER INGRESO
7466,INGENIERIA CIVIL,2018-12-06,2019,M,GUATEMALA,PRIMER INGRESO
7515,INGENIERIA MECANICA ,2018-12-06,2019,M,GUATEMALA,PRIMER INGRESO
7577,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-06,2019,M,GUATEMALA,PRIMER INGRESO
7673,INGENIERIA QUIMICA,2018-12-06,2019,M,GUATEMALA,PRIMER INGRESO
7913,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-06,2019,M,GUATEMALA,PRIMER INGRESO
7919,INGENIERIA INDUSTRIAL,2018-12-06,2019,M,GUATEMALA,REINGRESO
8453,INGENIERIA CIVIL,2018-12-06,2019,M,GUATEMALA,PRIMER INGRESO
8859,INGENIERIA INDUSTRIAL,2018-12-06,2019,F,GUATEMALA,PRIMER INGRESO
8865,INGENIERIA CIVIL,2018-12-06,2019,F,GUATEMALA,REINGRESO
9007,INGENIERIA QUIMICA,2018-12-06,2019,F,GUATEMALA,PRIMER INGRESO
9165,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-06,2019,M,GUATEMALA,PRIMER INGRESO
9622,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-06,2019,M,GUATEMALA,PRIMER INGRESO
9807,INGENIERIA INDUSTRIAL,2018-12-06,2019,F,GUATEMALA,REINGRESO
9902,INGENIERIA MECANICA ,2018-12-06,2019,M,GUATEMALA,PRIMER INGRESO
9998,INGENIERIA QUIMICA,2018-12-06,2019,F,GUATEMALA,PRIMER INGRESO
10050,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-06,2019,M,GUATEMALA,PRIMER INGRESO
10227,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-06,2019,M,GUATEMALA,PRIMER INGRESO
10229,INGENIERIA ELECTRONICA,2018-12-06,2019,M,GUATEMALA,PRIMER INGRESO
10267,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-06,2019,M,GUATEMALA,REINGRESO
10327,INGENIERIA QUIMICA,2018-12-06,2019,F,GUATEMALA,PRIMER INGRESO
10395,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-06,2019,M,GUATEMALA,REINGRESO
10401,INGENIERIA INDUSTRIAL,2018-12-06,2019,F,GUATEMALA,PRIMER INGRESO
10925,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-06,2019,M,GUATEMALA,PRIMER INGRESO
11128,INGENIERIA ELECTRICA,2018-12-06,2019,M,GUATEMALA,PRIMER INGRESO
11425,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-06,2019,M,GUATEMALA,PRIMER INGRESO
11476,INGENIERIA INDUSTRIAL,2018-12-06,2019,M,GUATEMALA,PRIMER INGRESO
11662,INGENIERIA CIVIL,2018-12-06,2019,M,GUATEMALA,PRIMER INGRESO
11798,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-06,2019,M,GUATEMALA,PRIMER INGRESO
11914,INGENIERIA CIVIL,2018-12-06,2019,M,GUATEMALA,PRIMER INGRESO
12150,INGENIERIA MECANICA ELECTRICA,2018-12-06,2019,M,GUATEMALA,PRIMER INGRESO
12748,INGENIERIA QUIMICA,2018-12-06,2019,F,GUATEMALA,PRIMER INGRESO
463,INGENIERIA MECANICA ,2018-12-07,2019,M,GUATEMALA,PRIMER INGRESO
722,INGENIERIA INDUSTRIAL,2018-12-07,2019,F,GUATEMALA,PRIMER INGRESO
1181,INGENIERIA ELECTRONICA,2018-12-07,2019,M,GUATEMALA,PRIMER INGRESO
1269,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-07,2019,M,GUATEMALA,PRIMER INGRESO
1502,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-07,2019,M,GUATEMALA,PRIMER INGRESO
1624,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-07,2019,M,GUATEMALA,PRIMER INGRESO
1821,INGENIERIA MECANICA,2018-12-07,2019,M,GUATEMALA,PRIMER INGRESO
2237,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-07,2019,M,GUATEMALA,PRIMER INGRESO
2352,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-07,2019,M,GUATEMALA,PRIMER INGRESO
2428,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-07,2019,M,GUATEMALA,PRIMER INGRESO
2717,INGENIERIA INDUSTRIAL,2018-12-07,2019,M,GUATEMALA,PRIMER INGRESO
2790,INGENIERIA QUIMICA,2018-12-07,2019,M,GUATEMALA,PRIMER INGRESO
2882,INGENIERIA CIVIL,2018-12-07,2019,F,GUATEMALA,PRIMER INGRESO
2906,INGENIERIA CIVIL,2018-12-07,2019,F,GUATEMALA,REINGRESO
3611,INGENIERIA CIVIL,2018-12-07,2019,M,GUATEMALA,PRIMER INGRESO
3627,INGENIERIA MECANICA,2018-12-07,2019,M,GUATEMALA,REINGRESO
3772,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-07,2019,M,GUATEMALA,REINGRESO
3998,INGENIERIA ELECTRONICA,2018-12-07,2019,M,GUATEMALA,REINGRESO
4465,INGENIERIA ELECTRONICA,2018-12-07,2019,M,GUATEMALA,PRIMER INGRESO
4565,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-07,2019,M,GUATEMALA,PRIMER INGRESO
5431,INGENIERIA MECANICA ELECTRICA,2018-12-07,2019,M,GUATEMALA,REINGRESO
5711,INGENIERIA CIVIL,2018-12-07,2019,F,GUATEMALA,PRIMER INGRESO
5714,INGENIERIA INDUSTRIAL,2018-12-07,2019,F,GUATEMALA,PRIMER INGRESO
5863,INGENIERIA INDUSTRIAL,2018-12-07,2019,M,GUATEMALA,REINGRESO
5903,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-07,2019,F,GUATEMALA,PRIMER INGRESO
5927,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-07,2019,M,GUATEMALA,REINGRESO
5943,INGENIERIA QUIMICA,2018-12-07,2019,F,GUATEMALA,PRIMER INGRESO
6150,INGENIERIA QUIMICA,2018-12-07,2019,M,GUATEMALA,PRIMER INGRESO
6297,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-07,2019,F,GUATEMALA,PRIMER INGRESO
6414,INGENIERIA MECANICA ,2018-12-07,2019,M,GUATEMALA,PRIMER INGRESO
6643,INGENIERIA QUIMICA,2018-12-07,2019,M,GUATEMALA,PRIMER INGRESO
7025,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-07,2019,M,GUATEMALA,PRIMER INGRESO
7311,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-07,2019,M,GUATEMALA,PRIMER INGRESO
7692,INGENIERIA INDUSTRIAL,2018-12-07,2019,F,GUATEMALA,REINGRESO
7818,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-07,2019,F,GUATEMALA,REINGRESO
8007,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-07,2019,M,GUATEMALA,PRIMER INGRESO
8783,INGENIERIA INDUSTRIAL,2018-12-07,2019,M,GUATEMALA,REINGRESO
9040,INGENIERIA QUIMICA,2018-12-07,2019,F,GUATEMALA,PRIMER INGRESO
9053,INGENIERIA QUIMICA,2018-12-07,2019,M,GUATEMALA,PRIMER INGRESO
9326,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-07,2019,F,GUATEMALA,PRIMER INGRESO
10271,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-07,2019,M,GUATEMALA,REINGRESO
11278,INGENIERIA CIVIL,2018-12-07,2019,M,GUATEMALA,PRIMER INGRESO
11946,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-07,2019,F,GUATEMALA,PRIMER INGRESO
12048,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-07,2019,M,GUATEMALA,REINGRESO
12351,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-07,2019,M,GUATEMALA,PRIMER INGRESO
12519,INGENIERIA INDUSTRIAL,2018-12-07,2019,M,GUATEMALA,PRIMER INGRESO
12599,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-07,2019,M,GUATEMALA,PRIMER INGRESO
1195,INGENIERIA INDUSTRIAL,2018-12-08,2019,M,GUATEMALA,PRIMER INGRESO
1451,INGENIERIA EN CIENCIAS Y SISTEMAS,2018-12-08,2019,M,GUATEMALA,PRIMER INGRESO
1473,INGENIERIA CIVIL,2018-12-08,2019,M,GUATEMALA,REINGRESO
1749,INGENIERIA INDUSTRIAL,2018-12-08,2019,M,GUATEMALA,REINGRESO
