correlativo_estudiante,nombre_carrera,fecha_inscripcion,anio_inscripcion,sexo,pais_nacionalidad,tipo_inscripcion
787,INGENIERIA MECANICA,2019-02-25,2019,M,GUATEMALA,REINGRESO
870,INGENIERIA CIVIL,2019-02-25,2019,M,GUATEMALA,REINGRESO
935,INGENIERIA CIVIL,2019-02-25,2019,M,GUATEMALA,REINGRESO
1069,INGENIERIA MECANICA,2019-02-25,2019,M,GUATEMALA,REINGRESO
1268,INGENIERIA CIVIL,2019-02-25,2019,M,GUATEMALA,REINGRESO
1505,INGENIERIA INDUSTRIAL,2019-02-25,2019,M,GUATEMALA,REINGRESO
1787,INGENIERIA INDUSTRIAL,2019-02-25,2019,M,GUATEMALA,REINGRESO
2295,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-02-25,2019,M,GUATEMALA,REINGRESO
2371,INGENIERIA CIVIL,2019-02-25,2019,M,GUATEMALA,REINGRESO
3017,INGENIERIA CIVIL,2019-02-25,2019,M,GUATEMALA,REINGRESO
3086,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-02-25,2019,M,GUATEMALA,REINGRESO
3115,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-02-25,2019,M,GUATEMALA,REINGRESO
3540,INGENIERIA INDUSTRIAL,2019-02-25,2019,M,GUATEMALA,REINGRESO
3617,INGENIERIA MECANICA ELECTRICA,2019-02-25,2019,M,GUATEMALA,REINGRESO
4750,INGENIERIA ELECTRICA,2019-02-25,2019,M,GUATEMALA,REINGRESO
4856,INGENIERIA ELECTRONICA,2019-02-25,2019,M,GUATEMALA,REINGRESO
4949,INGENIERIA INDUSTRIAL,2019-02-25,2019,F,GUATEMALA,REINGRESO
5611,INGENIERIA CIVIL,2019-02-25,2019,F,GUATEMALA,REINGRESO
5709,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-02-25,2019,M,GUATEMALA,REINGRESO
6065,INGENIERIA ELECTRONICA,2019-02-25,2019,M,GUATEMALA,REINGRESO
6155,INGENIERIA CIVIL,2019-02-25,2019,M,GUATEMALA,REINGRESO
6156,INGENIERIA MECANICA,2019-02-25,2019,M,GUATEMALA,REINGRESO
6902,INGENIERIA ELECTRONICA,2019-02-25,2019,M,GUATEMALA,REINGRESO
6953,INGENIERIA ELECTRONICA,2019-02-25,2019,M,GUATEMALA,REINGRESO
7199,INGENIERIA CIVIL,2019-02-25,2019,M,GUATEMALA,REINGRESO
7276,INGENIERIA ELECTRONICA,2019-02-25,2019,M,GUATEMALA,REINGRESO
7401,INGENIERIA CIVIL,2019-02-25,2019,M,GUATEMALA,REINGRESO
7401,INGENIERIA MECANICA,2019-02-25,2019,M,GUATEMALA,REINGRESO
7411,INGENIERIA INDUSTRIAL,2019-02-25,2019,F,GUATEMALA,REINGRESO
8078,INGENIERIA ELECTRONICA,2019-02-25,2019,M,GUATEMALA,REINGRESO
8407,INGENIERIA MECANICA,2019-02-25,2019,M,GUATEMALA,REINGRESO
8469,INGENIERIA QUIMICA,2019-02-25,2019,M,GUATEMALA,REINGRESO
8954,INGENIERIA INDUSTRIAL,2019-02-25,2019,M,GUATEMALA,REINGRESO
9320,INGENIERIA INDUSTRIAL,2019-02-25,2019,F,GUATEMALA,REINGRESO
9596,INGENIERIA MECANICA,2019-02-25,2019,M,GUATEMALA,REINGRESO
9713,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-02-25,2019,M,GUATEMALA,REINGRESO
9730,INGENIERIA CIVIL,2019-02-25,2019,M,GUATEMALA,REINGRESO
9732,INGENIERIA CIVIL,2019-02-25,2019,M,GUATEMALA,REINGRESO
9897,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-02-25,2019,M,GUATEMALA,REINGRESO
9974,INGENIERIA ELECTRONICA,2019-02-25,2019,M,GUATEMALA,REINGRESO
10024,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-02-25,2019,M,GUATEMALA,REINGRESO
10038,INGENIERIA AMBIENTAL,2019-02-25,2019,M,GUATEMALA,REINGRESO
10129,INGENIERIA ELECTRONICA,2019-02-25,2019,M,GUATEMALA,REINGRESO
10249,INGENIERIA ELECTRONICA,2019-02-25,2019,M,GUATEMALA,REINGRESO
10282,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-02-25,2019,M,GUATEMALA,REINGRESO
10442,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-02-25,2019,M,GUATEMALA,REINGRESO
10647,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-02-25,2019,M,GUATEMALA,REINGRESO
11144,INGENIERIA MECANICA,2019-02-25,2019,M,GUATEMALA,REINGRESO
11421,INGENIERIA MECANICA ELECTRICA,2019-02-25,2019,M,GUATEMALA,REINGRESO
11742,INGENIERIA MECANICA,2019-02-25,2019,F,GUATEMALA,REINGRESO
11747,INGENIERIA INDUSTRIAL,2019-02-25,2019,M,GUATEMALA,REINGRESO
11750,INGENIERIA MECANICA,2019-02-25,2019,M,GUATEMALA,REINGRESO
11750,INGENIERIA MECANICA ELECTRICA,2019-02-25,2019,M,GUATEMALA,REINGRESO
12258,INGENIERIA INDUSTRIAL,2019-02-25,2019,M,GUATEMALA,REINGRESO
12346,INGENIERIA QUIMICA,2019-02-25,2019,M,GUATEMALA,REINGRESO
12448,INGENIERIA QUIMICA,2019-02-25,2019,M,GUATEMALA,REINGRESO
12583,INGENIERIA ELECTRICA,2019-02-25,2019,M,GUATEMALA,REINGRESO
12699,INGENIERIA ELECTRICA,2019-02-25,2019,M,GUATEMALA,REINGRESO
12746,INGENIERIA CIVIL,2019-02-25,2019,M,GUATEMALA,REINGRESO
25,INGENIERIA INDUSTRIAL,2019-02-26,2019,M,GUATEMALA,REINGRESO
400,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-02-26,2019,F,GUATEMALA,REINGRESO
411,INGENIERIA CIVIL,2019-02-26,2019,M,GUATEMALA,REINGRESO
839,INGENIERIA INDUSTRIAL,2019-02-26,2019,F,GUATEMALA,REINGRESO
940,INGENIERIA MECANICA,2019-02-26,2019,M,GUATEMALA,REINGRESO
1058,INGENIERIA INDUSTRIAL,2019-02-26,2019,M,GUATEMALA,REINGRESO
1113,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-02-26,2019,M,GUATEMALA,REINGRESO
1118,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-02-26,2019,M,GUATEMALA,REINGRESO
1128,INGENIERIA QUIMICA,2019-02-26,2019,M,GUATEMALA,PRIMER INGRESO
1205,INGENIERIA CIVIL,2019-02-26,2019,M,GUATEMALA,REINGRESO
1314,INGENIERIA ELECTRICA,2019-02-26,2019,M,GUATEMALA,REINGRESO
1338,INGENIERIA INDUSTRIAL,2019-02-26,2019,M,GUATEMALA,REINGRESO
1374,INGENIERIA MECANICA ,2019-02-26,2019,M,GUATEMALA,REINGRESO
1570,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-02-26,2019,M,GUATEMALA,REINGRESO
1608,INGENIERIA INDUSTRIAL,2019-02-26,2019,F,GUATEMALA,REINGRESO
1628,INGENIERIA ELECTRONICA,2019-02-26,2019,M,GUATEMALA,REINGRESO
1642,INGENIERIA MECANICA,2019-02-26,2019,M,GUATEMALA,REINGRESO
1690,INGENIERIA INDUSTRIAL,2019-02-26,2019,F,GUATEMALA,REINGRESO
2001,INGENIERIA INDUSTRIAL,2019-02-26,2019,M,GUATEMALA,REINGRESO
2056,INGENIERIA MECANICA,2019-02-26,2019,M,GUATEMALA,REINGRESO
2380,INGENIERIA INDUSTRIAL,2019-02-26,2019,M,GUATEMALA,REINGRESO
2774,INGENIERIA ELECTRICA,2019-02-26,2019,M,GUATEMALA,REINGRESO
2829,INGENIERIA ELECTRICA,2019-02-26,2019,M,GUATEMALA,REINGRESO
3039,INGENIERIA ELECTRICA,2019-02-26,2019,M,GUATEMALA,REINGRESO
3039,INGENIERIA ELECTRONICA,2019-02-26,2019,M,GUATEMALA,REINGRESO
3195,INGENIERIA INDUSTRIAL,2019-02-26,2019,M,GUATEMALA,REINGRESO
3456,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-02-26,2019,F,GUATEMALA,REINGRESO
3692,INGENIERIA ELECTRONICA,2019-02-26,2019,M,GUATEMALA,REINGRESO
3798,INGENIERIA CIVIL,2019-02-26,2019,M,GUATEMALA,REINGRESO
4506,INGENIERIA MECANICA,2019-02-26,2019,M,GUATEMALA,REINGRESO
4506,INGENIERIA MECANICA ,2019-02-26,2019,M,GUATEMALA,REINGRESO
4578,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-02-26,2019,M,GUATEMALA,REINGRESO
4654,INGENIERIA QUIMICA,2019-02-26,2019,M,GUATEMALA,REINGRESO
4878,INGENIERIA CIVIL,2019-02-26,2019,M,GUATEMALA,REINGRESO
5266,INGENIERIA INDUSTRIAL,2019-02-26,2019,F,GUATEMALA,REINGRESO
5428,INGENIERIA ELECTRICA,2019-02-26,2019,M,GUATEMALA,REINGRESO
5428,INGENIERIA MECANICA,2019-02-26,2019,M,GUATEMALA,REINGRESO
5540,INGENIERIA QUIMICA,2019-02-26,2019,M,GUATEMALA,PRIMER INGRESO (TRASLADO)
6127,INGENIERIA CIVIL,2019-02-26,2019,M,GUATEMALA,REINGRESO
6134,INGENIERIA CIVIL,2019-02-26,2019,F,GUATEMALA,REINGRESO
6656,INGENIERIA MECANICA ,2019-02-26,2019,M,GUATEMALA,REINGRESO
7077,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-02-26,2019,M,GUATEMALA,REINGRESO
7133,INGENIERIA INDUSTRIAL,2019-02-26,2019,F,GUATEMALA,REINGRESO
7303,INGENIERIA CIVIL,2019-02-26,2019,M,GUATEMALA,REINGRESO
7713,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-02-26,2019,M,HONDURAS,REINGRESO
8127,INGENIERIA CIVIL,2019-02-26,2019,M,GUATEMALA,REINGRESO
8184,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-02-26,2019,M,GUATEMALA,REINGRESO
8701,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-02-26,2019,M,GUATEMALA,REINGRESO
8728,INGENIERIA INDUSTRIAL,2019-02-26,2019,M,GUATEMALA,REINGRESO
8901,INGENIERIA MECANICA ELECTRICA,2019-02-26,2019,M,GUATEMALA,REINGRESO
9142,INGENIERIA AMBIENTAL,2019-02-26,2019,F,GUATEMALA,REINGRESO
9166,INGENIERIA INDUSTRIAL,2019-02-26,2019,M,GUATEMALA,REINGRESO
9279,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-02-26,2019,M,GUATEMALA,REINGRESO
9343,INGENIERIA INDUSTRIAL,2019-02-26,2019,M,GUATEMALA,REINGRESO
9343,INGENIERIA MECANICA,2019-02-26,2019,M,GUATEMALA,REINGRESO
9534,INGENIERIA MECANICA ELECTRICA,2019-02-26,2019,M,GUATEMALA,REINGRESO
9660,INGENIERIA INDUSTRIAL,2019-02-26,2019,M,GUATEMALA,REINGRESO
9675,INGENIERIA INDUSTRIAL,2019-02-26,2019,M,GUATEMALA,REINGRESO
9675,INGENIERIA MECANICA,2019-02-26,2019,M,GUATEMALA,REINGRESO
9683,INGENIERIA INDUSTRIAL,2019-02-26,2019,M,GUATEMALA,REINGRESO
10343,INGENIERIA ELECTRICA,2019-02-26,2019,M,GUATEMALA,REINGRESO
10430,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-02-26,2019,M,GUATEMALA,REINGRESO
10555,INGENIERIA CIVIL,2019-02-26,2019,M,GUATEMALA,REINGRESO
10711,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-02-26,2019,M,GUATEMALA,REINGRESO
10858,INGENIERIA INDUSTRIAL,2019-02-26,2019,F,GUATEMALA,REINGRESO
10858,INGENIERIA QUIMICA,2019-02-26,2019,F,GUATEMALA,REINGRESO
11147,INGENIERIA INDUSTRIAL,2019-02-26,2019,F,GUATEMALA,REINGRESO
11271,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-02-26,2019,M,GUATEMALA,REINGRESO
11271,INGENIERIA INDUSTRIAL,2019-02-26,2019,M,GUATEMALA,REINGRESO
11734,INGENIERIA MECANICA,2019-02-26,2019,M,GUATEMALA,REINGRESO
12363,INGENIERIA CIVIL,2019-02-26,2019,M,GUATEMALA,REINGRESO
12426,INGENIERIA CIVIL,2019-02-26,2019,M,GUATEMALA,REINGRESO
12455,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-02-26,2019,M,GUATEMALA,PRIMER INGRESO
12733,INGENIERIA INDUSTRIAL,2019-02-26,2019,M,GUATEMALA,REINGRESO
195,INGENIERIA ELECTRONICA,2019-02-27,2019,M,GUATEMALA,REINGRESO
445,INGENIERIA INDUSTRIAL,2019-02-27,2019,M,GUATEMALA,REINGRESO
756,INGENIERIA MECANICA ELECTRICA,2019-02-27,2019,M,GUATEMALA,REINGRESO
842,INGENIERIA ELECTRONICA,2019-02-27,2019,M,GUATEMALA,REINGRESO
941,INGENIERIA CIVIL,2019-02-27,2019,M,GUATEMALA,REINGRESO
1024,INGENIERIA ELECTRICA,2019-02-27,2019,M,GUATEMALA,REINGRESO
1024,INGENIERIA MECANICA ELECTRICA,2019-02-27,2019,M,GUATEMALA,REINGRESO
1040,INGENIERIA MECANICA,2019-02-27,2019,M,GUATEMALA,REINGRESO
1040,INGENIERIA MECANICA ELECTRICA,2019-02-27,2019,M,GUATEMALA,REINGRESO
1132,INGENIERIA MECANICA,2019-02-27,2019,M,GUATEMALA,REINGRESO
1132,INGENIERIA MECANICA ,2019-02-27,2019,M,GUATEMALA,REINGRESO
1559,INGENIERIA CIVIL,2019-02-27,2019,M,GUATEMALA,REINGRESO
1777,INGENIERIA MECANICA ,2019-02-27,2019,F,GUATEMALA,REINGRESO
1791,INGENIERIA QUIMICA,2019-02-27,2019,M,GUATEMALA,REINGRESO
1979,INGENIERIA MECANICA ,2019-02-27,2019,M,GUATEMALA,REINGRESO
2005,INGENIERIA INDUSTRIAL,2019-02-27,2019,M,GUATEMALA,REINGRESO
2183,INGENIERIA ELECTRICA,2019-02-27,2019,M,GUATEMALA,REINGRESO
2188,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-02-27,2019,M,GUATEMALA,REINGRESO
2379,INGENIERIA INDUSTRIAL,2019-02-27,2019,M,GUATEMALA,REINGRESO
2379,INGENIERIA MECANICA ,2019-02-27,2019,M,GUATEMALA,REINGRESO
2546,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-02-27,2019,F,GUATEMALA,REINGRESO
2555,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-02-27,2019,F,GUATEMALA,REINGRESO
2827,INGENIERIA MECANICA,2019-02-27,2019,M,GUATEMALA,REINGRESO
3047,INGENIERIA MECANICA ELECTRICA,2019-02-27,2019,M,GUATEMALA,REINGRESO
3137,INGENIERIA CIVIL,2019-02-27,2019,M,GUATEMALA,REINGRESO
3345,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-02-27,2019,M,GUATEMALA,REINGRESO
3738,INGENIERIA INDUSTRIAL,2019-02-27,2019,F,GUATEMALA,REINGRESO
4255,INGENIERIA CIVIL,2019-02-27,2019,M,GUATEMALA,REINGRESO
4269,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-02-27,2019,M,GUATEMALA,REINGRESO
4288,INGENIERIA MECANICA,2019-02-27,2019,F,GUATEMALA,REINGRESO
4325,INGENIERIA QUIMICA,2019-02-27,2019,F,GUATEMALA,REINGRESO
4339,INGENIERIA INDUSTRIAL,2019-02-27,2019,M,GUATEMALA,REINGRESO
4342,INGENIERIA INDUSTRIAL,2019-02-27,2019,F,GUATEMALA,REINGRESO
4517,INGENIERIA INDUSTRIAL,2019-02-27,2019,F,GUATEMALA,REINGRESO
4577,INGENIERIA MECANICA,2019-02-27,2019,M,GUATEMALA,REINGRESO
4577,INGENIERIA MECANICA ,2019-02-27,2019,M,GUATEMALA,REINGRESO
4996,INGENIERIA ELECTRICA,2019-02-27,2019,M,GUATEMALA,REINGRESO
5047,INGENIERIA MECANICA ,2019-02-27,2019,M,GUATEMALA,REINGRESO
5083,INGENIERIA ELECTRICA,2019-02-27,2019,M,GUATEMALA,REINGRESO
5236,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-02-27,2019,M,GUATEMALA,REINGRESO
5326,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-02-27,2019,M,GUATEMALA,REINGRESO
5479,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-02-27,2019,M,GUATEMALA,REINGRESO
5667,INGENIERIA ELECTRONICA,2019-02-27,2019,M,GUATEMALA,REINGRESO
6112,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-02-27,2019,M,GUATEMALA,REINGRESO
6553,INGENIERIA CIVIL,2019-02-27,2019,M,GUATEMALA,REINGRESO
6696,INGENIERIA INDUSTRIAL,2019-02-27,2019,M,GUATEMALA,REINGRESO
6793,INGENIERIA INDUSTRIAL,2019-02-27,2019,M,GUATEMALA,REINGRESO
6797,INGENIERIA INDUSTRIAL,2019-02-27,2019,M,GUATEMALA,REINGRESO
6882,INGENIERIA CIVIL,2019-02-27,2019,M,GUATEMALA,REINGRESO
6943,INGENIERIA CIVIL,2019-02-27,2019,M,GUATEMALA,REINGRESO
7021,INGENIERIA ELECTRICA,2019-02-27,2019,M,GUATEMALA,REINGRESO
7050,INGENIERIA QUIMICA,2019-02-27,2019,F,GUATEMALA,REINGRESO
7358,INGENIERIA CIVIL,2019-02-27,2019,M,GUATEMALA,REINGRESO
7653,INGENIERIA MECANICA,2019-02-27,2019,M,GUATEMALA,REINGRESO
7685,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-02-27,2019,M,GUATEMALA,REINGRESO
7840,INGENIERIA QUIMICA,2019-02-27,2019,M,GUATEMALA,REINGRESO
7982,INGENIERIA CIVIL,2019-02-27,2019,M,GUATEMALA,REINGRESO
8038,INGENIERIA ELECTRONICA,2019-02-27,2019,M,GUATEMALA,REINGRESO
8112,INGENIERIA INDUSTRIAL,2019-02-27,2019,M,GUATEMALA,REINGRESO
8132,INGENIERIA INDUSTRIAL,2019-02-27,2019,M,GUATEMALA,REINGRESO
8180,INGENIERIA INDUSTRIAL,2019-02-27,2019,F,GUATEMALA,REINGRESO
8328,INGENIERIA ELECTRICA,2019-02-27,2019,M,GUATEMALA,REINGRESO
8418,INGENIERIA ELECTRICA,2019-02-27,2019,M,GUATEMALA,REINGRESO
8842,INGENIERIA INDUSTRIAL,2019-02-27,2019,M,GUATEMALA,REINGRESO
8890,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-02-27,2019,M,GUATEMALA,REINGRESO
8907,INGENIERIA ELECTRICA,2019-02-27,2019,M,GUATEMALA,REINGRESO
8910,INGENIERIA INDUSTRIAL,2019-02-27,2019,F,GUATEMALA,REINGRESO
8922,INGENIERIA INDUSTRIAL,2019-02-27,2019,M,GUATEMALA,REINGRESO
9222,INGENIERIA CIVIL,2019-02-27,2019,M,GUATEMALA,REINGRESO
9432,INGENIERIA INDUSTRIAL,2019-02-27,2019,M,GUATEMALA,REINGRESO
9900,INGENIERIA ELECTRICA,2019-02-27,2019,M,GUATEMALA,REINGRESO
10370,INGENIERIA INDUSTRIAL,2019-02-27,2019,M,GUATEMALA,REINGRESO
10695,INGENIERIA MECANICA ,2019-02-27,2019,M,GUATEMALA,REINGRESO
10791,INGENIERIA ELECTRICA,2019-02-27,2019,M,GUATEMALA,REINGRESO
10791,INGENIERIA ELECTRONICA,2019-02-27,2019,M,GUATEMALA,REINGRESO
10969,INGENIERIA CIVIL,2019-02-27,2019,M,GUATEMALA,REINGRESO
11475,INGENIERIA QUIMICA,2019-02-27,2019,F,GUATEMALA,REINGRESO
11500,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-02-27,2019,M,GUATEMALA,REINGRESO
11621,INGENIERIA MECANICA ,2019-02-27,2019,M,GUATEMALA,REINGRESO
11666,INGENIERIA INDUSTRIAL,2019-02-27,2019,M,GUATEMALA,REINGRESO
11708,INGENIERIA QUIMICA,2019-02-27,2019,M,GUATEMALA,REINGRESO
11743,INGENIERIA MECANICA ELECTRICA,2019-02-27,2019,M,GUATEMALA,REINGRESO
11813,INGENIERIA INDUSTRIAL,2019-02-27,2019,F,GUATEMALA,REINGRESO
12453,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-02-27,2019,M,GUATEMALA,REINGRESO
12578,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-02-27,2019,M,GUATEMALA,REINGRESO
12586,INGENIERIA MECANICA ELECTRICA,2019-02-27,2019,M,GUATEMALA,REINGRESO
31,INGENIERIA CIVIL,2019-02-28,2019,M,GUATEMALA,REINGRESO
39,INGENIERIA INDUSTRIAL,2019-02-28,2019,F,GUATEMALA,REINGRESO
77,INGENIERIA INDUSTRIAL,2019-02-28,2019,F,GUATEMALA,REINGRESO
345,INGENIERIA ELECTRICA,2019-02-28,2019,M,GUATEMALA,REINGRESO
448,INGENIERIA CIVIL,2019-02-28,2019,M,GUATEMALA,REINGRESO
668,INGENIERIA CIVIL,2019-02-28,2019,M,GUATEMALA,REINGRESO
671,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-02-28,2019,M,GUATEMALA,REINGRESO
701,INGENIERIA INDUSTRIAL,2019-02-28,2019,F,GUATEMALA,REINGRESO
891,INGENIERIA INDUSTRIAL,2019-02-28,2019,M,GUATEMALA,REINGRESO
974,INGENIERIA QUIMICA,2019-02-28,2019,M,GUATEMALA,REINGRESO
1153,INGENIERIA INDUSTRIAL,2019-02-28,2019,M,GUATEMALA,REINGRESO
1159,INGENIERIA MECANICA ELECTRICA,2019-02-28,2019,M,GUATEMALA,REINGRESO
1391,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-02-28,2019,M,GUATEMALA,REINGRESO
1493,INGENIERIA INDUSTRIAL,2019-02-28,2019,M,GUATEMALA,REINGRESO
1517,INGENIERIA MECANICA ELECTRICA,2019-02-28,2019,M,GUATEMALA,REINGRESO
1912,INGENIERIA INDUSTRIAL,2019-02-28,2019,M,GUATEMALA,REINGRESO
2007,INGENIERIA INDUSTRIAL,2019-02-28,2019,F,GUATEMALA,REINGRESO
2155,INGENIERIA MECANICA ,2019-02-28,2019,M,GUATEMALA,PRIMER INGRESO
2196,INGENIERIA INDUSTRIAL,2019-02-28,2019,M,GUATEMALA,REINGRESO
2223,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-02-28,2019,M,GUATEMALA,REINGRESO
2246,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-02-28,2019,M,GUATEMALA,REINGRESO
2306,INGENIERIA CIVIL,2019-02-28,2019,M,GUATEMALA,REINGRESO
2322,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-02-28,2019,M,GUATEMALA,REINGRESO
2550,INGENIERIA ELECTRONICA,2019-02-28,2019,M,GUATEMALA,REINGRESO
2623,INGENIERIA INDUSTRIAL,2019-02-28,2019,M,GUATEMALA,REINGRESO
2645,INGENIERIA MECANICA ELECTRICA,2019-02-28,2019,M,GUATEMALA,PRIMER INGRESO
3149,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-02-28,2019,M,GUATEMALA,REINGRESO
3189,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-02-28,2019,M,GUATEMALA,REINGRESO
3687,INGENIERIA ELECTRONICA,2019-02-28,2019,M,GUATEMALA,REINGRESO
3704,INGENIERIA ELECTRICA,2019-02-28,2019,M,GUATEMALA,REINGRESO
3704,INGENIERIA MECANICA ELECTRICA,2019-02-28,2019,M,GUATEMALA,REINGRESO
3834,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-02-28,2019,M,GUATEMALA,REINGRESO
3972,INGENIERIA ELECTRICA,2019-02-28,2019,M,GUATEMALA,REINGRESO
4231,INGENIERIA ELECTRONICA,2019-02-28,2019,M,GUATEMALA,REINGRESO
4417,INGENIERIA CIVIL,2019-02-28,2019,M,GUATEMALA,REINGRESO
4497,INGENIERIA INDUSTRIAL,2019-02-28,2019,M,GUATEMALA,REINGRESO
4545,INGENIERIA ELECTRICA,2019-02-28,2019,M,GUATEMALA,REINGRESO
4605,INGENIERIA INDUSTRIAL,2019-02-28,2019,M,GUATEMALA,REINGRESO
4616,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-02-28,2019,M,GUATEMALA,REINGRESO
4650,INGENIERIA AMBIENTAL,2019-02-28,2019,F,GUATEMALA,PRIMER INGRESO
4894,INGENIERIA INDUSTRIAL,2019-02-28,2019,F,GUATEMALA,REINGRESO
5212,INGENIERIA MECANICA,2019-02-28,2019,M,GUATEMALA,REINGRESO
5408,INGENIERIA INDUSTRIAL,2019-02-28,2019,M,GUATEMALA,REINGRESO
5802,INGENIERIA MECANICA,2019-02-28,2019,M,GUATEMALA,REINGRESO
6018,INGENIERIA MECANICA,2019-02-28,2019,M,GUATEMALA,REINGRESO
6460,INGENIERIA CIVIL,2019-02-28,2019,M,GUATEMALA,REINGRESO
6462,INGENIERIA INDUSTRIAL,2019-02-28,2019,M,GUATEMALA,REINGRESO
6585,INGENIERIA AMBIENTAL,2019-02-28,2019,F,GUATEMALA,REINGRESO
7291,INGENIERIA ELECTRONICA,2019-02-28,2019,M,GUATEMALA,REINGRESO
7501,INGENIERIA INDUSTRIAL,2019-02-28,2019,F,GUATEMALA,REINGRESO
7580,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-02-28,2019,M,GUATEMALA,REINGRESO
7990,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-02-28,2019,M,GUATEMALA,REINGRESO
8322,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-02-28,2019,M,GUATEMALA,REINGRESO
8327,INGENIERIA ELECTRICA,2019-02-28,2019,M,GUATEMALA,REINGRESO
8336,INGENIERIA ELECTRONICA,2019-02-28,2019,M,GUATEMALA,REINGRESO
8435,INGENIERIA CIVIL,2019-02-28,2019,M,GUATEMALA,REINGRESO
8458,INGENIERIA INDUSTRIAL,2019-02-28,2019,F,GUATEMALA,REINGRESO
8535,INGENIERIA QUIMICA,2019-02-28,2019,M,GUATEMALA,REINGRESO
8772,INGENIERIA INDUSTRIAL,2019-02-28,2019,M,GUATEMALA,REINGRESO
8798,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-02-28,2019,M,GUATEMALA,REINGRESO
8832,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-02-28,2019,M,GUATEMALA,PRIMER INGRESO
8909,INGENIERIA INDUSTRIAL,2019-02-28,2019,M,GUATEMALA,REINGRESO
8934,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-02-28,2019,M,GUATEMALA,REINGRESO
8934,INGENIERIA INDUSTRIAL,2019-02-28,2019,M,GUATEMALA,REINGRESO
9122,INGENIERIA ELECTRICA,2019-02-28,2019,M,GUATEMALA,PRIMER INGRESO (TRASLADO)
9360,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-02-28,2019,M,GUATEMALA,REINGRESO
9437,INGENIERIA EN CIENCIAS Y SISTEMAS,2019-02-28,2019,M,GUATEMALA,REINGRESO
9530,INGENIERIA CIVIL,2019-02-28,2019,M,GUATEMALA,REINGRESO
9852,INGENIERIA INDUSTRIAL,2019-02-28,2019,M,GUATEMALA,REINGRESO
9910,INGENIERIA ELECTRONICA,2019-02-28,2019,M,GUATEMALA,REINGRESO
9910,INGENIERIA MECANICA ELECTRICA,2019-02-28,2019,M,GUATEMALA,REINGRESO
10340,INGENIERIA CIVIL,2019-02-28,2019,M,GUATEMALA,REINGRESO
10661,INGENIERIA CIVIL,2019-02-28,2019,M,GUATEMALA,REINGRESO
10822,INGENIERIA MECANICA,2019-02-28,2019,M,GUATEMALA,REINGRESO
